Customer_ID,First_Name,Last_Name,Email,Phone,Gender,Date_of_Birth,City,State,Registration_Date
448,Rachit,Pau,rachitpau88@gmail.com,6950850165,Other,1977-09-05,Berhampore,Bihar,2024-11-20
449,Lekha,Suri,lekhasuri56@gmail.com,6832538179,Female,1991-05-29,Kavali,Madhya Pradesh,2025-12-15
450,Manya,Comar,manyacomar38@yahoo.co.in,8486401557,Other,1979-03-04,Berhampore,Punjab,2025-07-27
451,Gabriel,Mishra,gabrielmishra70@yahoo.co.in,9951371162,Male,1997-04-24,Guntur,Karnataka,2024-12-09
452,Daniel,Khare,danielkhare31@yahoo.co.in,6272380468,Male,1976-04-11,South Dumdum,Kerala,2026-04-29
453,Ekta,Vaidya,ektavaidya63@outlook.com,6431038569,Female,1981-12-06,Kavali,Chhattisgarh,2025-04-16
454,Sanaya,Sampath,sanayasampath85@outlook.com,9492424375,Female,1968-02-19,Siwan,Tamil Nadu,2025-09-23
455,Gabriel,Ganesan,gabrielganesan55@yahoo.co.in,9292842222,Male,1988-10-25,Kolhapur,Goa,2024-01-22
456,Nisha,Seshadri,nishaseshadri83@gmail.com,9452380552,Female,1997-08-24,Secunderabad,Andhra Pradesh,2025-08-03
457,Xavier,Deshpande,xavierdeshpande78@yahoo.co.in,6067275208,Male,1968-10-09,Kishanganj,Mizoram,2026-02-15
458,Warda,Rege,wardarege47@outlook.com,8929751702,Other,2002-02-02,Vijayanagaram,Tamil Nadu,2025-10-28
459,Vamakshi,Suresh,vamakshisuresh13@outlook.com,7751509398,Female,1966-11-17,Buxar,Andhra Pradesh,2024-05-22
460,Imaran,Master,imaranmaster12@shopper.in,9186375998,Male,1957-09-20,Kamarhati,Nagaland,2026-03-02
461,Mitali,Ganguly,mitaliganguly28@outlook.com,8650455478,Female,1986-08-13,Jamalpur,Mizoram,2024-08-15
462,Isaiah,Comar,isaiahcomar63@outlook.com,8266299123,Other,1973-09-22,Hosur,Uttarakhand,2025-07-26
463,Anvi,Sastry,anvisastry18@outlook.com,6064628792,Female,1992-09-03,Khandwa,Bihar,2024-07-14
464,Krishna,Mishra,krishnamishra80@outlook.com,6494787300,Female,1957-09-09,Firozabad,Kerala,2024-06-02
465,Gagan,Sarna,gagansarna91@outlook.com,6462730147,Other,1963-06-26,Bhagalpur,Uttar Pradesh,2025-10-03
466,Indali,Sangha,indalisangha56@outlook.com,9471589042,Other,1966-10-16,Tiruppur,Uttarakhand,2025-01-13
467,Ishanvi,Bhargava,ishanvibhargava69@gmail.com,8204565044,Female,1994-04-16,Katihar,Himachal Pradesh,2024-12-09
468,Om,Naik,omnaik34@gmail.com,6928554451,Other,2003-05-29,Ramagundam,Odisha,2025-04-29
469,Kiaan,Varkey,kiaanvarkey11@gmail.com,8576521328,Male,2001-09-21,Bhavnagar,Tripura,2024-04-06
470,Nisha,Bhargava,nishabhargava88@shopper.in,9711207545,Other,1974-05-14,Mira-Bhayandar,Haryana,2024-08-14
471,Madhav,Nagy,madhavnagy76@yahoo.co.in,7401322342,Other,1972-05-05,Unnao,Chhattisgarh,2024-02-10
472,Lipika,Sachdeva,lipikasachdeva98@shopper.in,6076031089,Female,1981-01-09,Aurangabad,Rajasthan,2024-03-01
473,Charita,Rau,charitarau15@shopper.in,8011939325,Female,1990-08-01,Arrah,Manipur,2024-03-15
474,Vinaya,Narang,vinayanarang45@yahoo.co.in,8289389119,Other,1995-02-05,Tiruchirappalli,Telangana,2026-05-27
475,Veer,Parmar,veerparmar34@yahoo.co.in,7801387592,Male,1959-10-22,Bellary,Maharashtra,2024-12-24
476,Hitesh,Talwar,hiteshtalwar55@outlook.com,9383615171,Male,1973-10-08,Anantapuram,Karnataka,2025-07-11
477,Eiravati,Sundaram,eiravatisundaram46@shopper.in,6571647947,Female,1978-11-20,Ranchi,Bihar,2024-07-27
478,Veda,Babu,vedababu64@gmail.com,6752071678,Female,1963-12-13,Gandhidham,Manipur,2025-10-12
479,Aadi,Sangha,aadisangha28@outlook.com,9912153539,Male,1969-04-06,Barasat,Goa,2026-03-24
480,Laksh,Chander,lakshchander39@outlook.com,9499465796,Male,2000-01-15,Chandrapur,Assam,2026-05-18
481,Ria,Gandhi,riagandhi28@outlook.com,6147732010,Female,1959-01-08,Farrukhabad,Telangana,2026-05-12
482,Vivaan,Sanghvi,vivaansanghvi13@gmail.com,9952499118,Other,2000-02-07,Bareilly,Andhra Pradesh,2026-04-25
483,Hredhaan,Sood,hredhaansood47@outlook.com,9848588006,Male,1960-10-19,Guntakal,Haryana,2025-10-29
484,Yochana,Saxena,yochanasaxena67@yahoo.co.in,9770028427,Female,1956-02-16,Tiruvottiyur,Uttarakhand,2025-04-08
485,Jai,Sami,jaisami59@outlook.com,6978897782,Other,2002-09-22,Morena,Assam,2025-05-19
486,Jyoti,Rajagopal,jyotirajagopal73@outlook.com,8450090255,Female,1961-07-29,Kota,Karnataka,2026-06-24
487,Qarin,Mistry,qarinmistry90@yahoo.co.in,9165565033,Male,1964-10-29,Guntur,Rajasthan,2024-06-08
488,Luke,Biswas,lukebiswas20@shopper.in,8152085076,Other,1991-08-06,Phagwara,Rajasthan,2025-06-03
489,Gayathri,Sarraf,gayathrisarraf12@outlook.com,6569659171,Female,1979-05-24,Saharanpur,Maharashtra,2025-12-13
490,Vaishnavi,Kalla,vaishnavikalla73@yahoo.co.in,7945637183,Female,1961-05-24,Kolhapur,Tripura,2024-11-24
491,Diya,Rajagopalan,diyarajagopalan83@outlook.com,7919195419,Female,1979-06-02,Satna,Uttar Pradesh,2026-04-30
492,Ekiya,Kota,ekiyakota36@yahoo.co.in,6484685366,Female,1974-05-06,Kulti,Nagaland,2025-07-21
493,Meghana,Bala,meghanabala95@gmail.com,6829737489,Female,2000-04-19,Tiruppur,Mizoram,2026-04-09
494,Yashodhara,Gulati,yashodharagulati90@shopper.in,7572324665,Other,2006-05-21,Sagar,Rajasthan,2025-10-01
495,Chatura,Khatri,chaturakhatri36@outlook.com,8424936312,Other,1989-03-04,Gorakhpur,Haryana,2024-05-05
496,Yahvi,Bobal,yahvibobal69@outlook.com,9603242044,Female,1991-06-12,Karimnagar,Karnataka,2025-11-28
497,Kevin,Ram,kevinram15@outlook.com,6015941651,Other,1994-03-05,Ambarnath,Nagaland,2025-01-10
498,Gabriel,Sinha,gabrielsinha24@shopper.in,8713915596,Male,2007-12-02,Pune,Odisha,2025-12-28
499,Bhavna,Atwal,bhavnaatwal37@gmail.com,6234764907,Female,1973-05-03,Thane,Arunachal Pradesh,2024-12-27
500,Sneha,Toor,snehatoor79@outlook.com,9342575409,Female,1974-12-28,Bhusawal,Tamil Nadu,2024-01-28
